releasedate,release,releaseyear,releasemonth,releaseday,releasehour,releaseminute,coveredyear,coveredperiod,freq
2001-05-08 08:30:00,Productivity and Costs,2001,5,8,8,30,1950,1,0
2001-05-10 08:30:00,U.S. Import and Export Price Indexes,2001,5,10,8,30,1950,1,0
2001-05-11 08:30:00,Producer Price Indexes,2001,5,11,8,30,1950,1,0
2001-05-16 08:30:00,Consumer Price Index,2001,5,16,8,30,1950,1,0
2001-05-16 08:30:00,Real Earnings,2001,5,16,8,30,1950,1,0
2001-05-18 10:00:00,Regional and State Employment and Unemployment,2001,5,18,10,0,1950,1,0
2001-05-30 10:00:00,Metropolitan Area Employment and Unemployment,2001,5,30,10,0,1950,1,0
2001-06-01 08:30:00,Employment Situation,2001,6,1,8,30,2001,5,12
2001-06-01 08:30:00,The Employment Situation,2001,6,1,8,30,1950,1,0
2001-06-05 08:30:00,Productivity and Costs,2001,6,5,8,30,1950,1,0
2001-06-13 08:30:00,U.S. Import and Export Price Indexes,2001,6,13,8,30,1950,1,0
2001-06-14 08:30:00,Producer Price Indexes,2001,6,14,8,30,1950,1,0
2001-06-15 08:30:00,Consumer Price Index,2001,6,15,8,30,1950,1,0
2001-06-15 08:30:00,Real Earnings,2001,6,15,8,30,1950,1,0
2001-06-19 10:00:00,Regional and State Employment and Unemployment,2001,6,19,10,0,1950,1,0
2001-06-27 10:00:00,Metropolitan Area Employment and Unemployment,2001,6,27,10,0,1950,1,0
2001-07-06 08:30:00,Employment Situation,2001,7,6,8,30,2001,6,12
2001-07-06 08:30:00,The Employment Situation,2001,7,6,8,30,1950,1,0
2001-07-12 08:30:00,U.S. Import and Export Price Indexes,2001,7,12,8,30,1950,1,0
2001-07-13 08:30:00,Producer Price Indexes,2001,7,13,8,30,1950,1,0
2001-07-18 08:30:00,Consumer Price Index,2001,7,18,8,30,1950,1,0
2001-07-18 08:30:00,Real Earnings,2001,7,18,8,30,1950,1,0
2001-07-20 10:00:00,Regional and State Employment and Unemployment,2001,7,20,10,0,1950,1,0
2001-07-26 08:30:00,Employment Cost Index,2001,7,26,8,30,1950,1,0
2001-08-01 10:00:00,Metropolitan Area Employment and Unemployment,2001,8,1,10,0,1950,1,0
2001-08-03 08:30:00,Employment Situation,2001,8,3,8,30,2001,7,12
2001-08-03 08:30:00,The Employment Situation,2001,8,3,8,30,1950,1,0
2001-08-07 08:30:00,Productivity and Costs,2001,8,7,8,30,1950,1,0
2001-08-09 08:30:00,U.S. Import and Export Price Indexes,2001,8,9,8,30,1950,1,0
2001-08-10 08:30:00,Producer Price Indexes,2001,8,10,8,30,1950,1,0
2001-08-16 08:30:00,Consumer Price Index,2001,8,16,8,30,1950,1,0
2001-08-16 08:30:00,Real Earnings,2001,8,16,8,30,1950,1,0
2001-08-17 10:00:00,Regional and State Employment and Unemployment,2001,8,17,10,0,1950,1,0
2001-08-29 10:00:00,Metropolitan Area Employment and Unemployment,2001,8,29,10,0,1950,1,0
2001-09-05 08:30:00,Productivity and Costs,2001,9,5,8,30,1950,1,0
2001-09-07 08:30:00,Employment Situation,2001,9,7,8,30,2001,8,12
2001-09-07 08:30:00,The Employment Situation,2001,9,7,8,30,1950,1,0
2001-09-13 08:30:00,U.S. Import and Export Price Indexes,2001,9,13,8,30,1950,1,0
2001-09-14 08:30:00,Producer Price Indexes,2001,9,14,8,30,1950,1,0
2001-09-18 08:30:00,Consumer Price Index,2001,9,18,8,30,1950,1,0
2001-09-18 08:30:00,Real Earnings,2001,9,18,8,30,1950,1,0
2001-09-21 10:00:00,Regional and State Employment and Unemployment,2001,9,21,10,0,1950,1,0
2001-10-03 10:00:00,Metropolitan Area Employment and Unemployment,2001,10,3,10,0,1950,1,0
2001-10-05 08:30:00,Employment Situation,2001,10,5,8,30,2001,9,12
2001-10-05 08:30:00,The Employment Situation,2001,10,5,8,30,1950,1,0
2001-10-11 08:30:00,U.S. Import and Export Price Indexes,2001,10,11,8,30,1950,1,0
2001-10-12 08:30:00,Producer Price Indexes,2001,10,12,8,30,1950,1,0
2001-10-19 08:30:00,Consumer Price Index,2001,10,19,8,30,1950,1,0
2001-10-19 08:30:00,Real Earnings,2001,10,19,8,30,1950,1,0
2001-10-23 10:00:00,Regional and State Employment and Unemployment,2001,10,23,10,0,1950,1,0
2001-10-25 08:30:00,Employment Cost Index,2001,10,25,8,30,1950,1,0
2001-10-31 10:00:00,Metropolitan Area Employment and Unemployment,2001,10,31,10,0,1950,1,0
2001-11-02 08:30:00,Employment Situation,2001,11,2,8,30,2001,10,12
2001-11-02 08:30:00,The Employment Situation,2001,11,2,8,30,1950,1,0
2001-11-07 08:30:00,Productivity and Costs,2001,11,7,8,30,1950,1,0
2001-11-08 08:30:00,U.S. Import and Export Price Indexes,2001,11,8,8,30,1950,1,0
2001-11-09 08:30:00,Producer Price Indexes,2001,11,9,8,30,1950,1,0
2001-11-16 08:30:00,Consumer Price Index,2001,11,16,8,30,1950,1,0
2001-11-16 08:30:00,Real Earnings,2001,11,16,8,30,1950,1,0
2001-11-20 10:00:00,Regional and State Employment and Unemployment,2001,11,20,10,0,1950,1,0
2001-11-28 10:00:00,Metropolitan Area Employment and Unemployment,2001,11,28,10,0,1950,1,0
2001-12-06 08:30:00,Productivity and Costs,2001,12,6,8,30,1950,1,0
2001-12-07 08:30:00,Employment Situation,2001,12,7,8,30,2001,11,12
2001-12-07 08:30:00,The Employment Situation,2001,12,7,8,30,1950,1,0
2001-12-12 08:30:00,U.S. Import and Export Price Indexes,2001,12,12,8,30,1950,1,0
2001-12-13 08:30:00,Producer Price Indexes,2001,12,13,8,30,1950,1,0
2001-12-14 08:30:00,Consumer Price Index,2001,12,14,8,30,1950,1,0
2001-12-14 08:30:00,Real Earnings,2001,12,14,8,30,1950,1,0
2001-12-21 10:00:00,Regional and State Employment and Unemployment,2001,12,21,10,0,1950,1,0
2002-01-03 10:00:00,Metropolitan Area Employment and Unemployment,2002,1,3,10,0,1950,1,0
2002-01-04 08:30:00,Employment Situation,2002,1,4,8,30,2001,12,12
2002-01-04 08:30:00,The Employment Situation,2002,1,4,8,30,1950,1,0
2002-01-10 08:30:00,The Employment Situation,2002,1,10,8,30,1950,1,0
2002-01-10 08:30:00,U.S. Import and Export Price Indexes,2002,1,10,8,30,1950,1,0
2002-01-11 08:30:00,Producer Price Indexes,2002,1,11,8,30,1950,1,0
2002-01-14 08:30:00,U.S. Import and Export Price Indexes,2002,1,14,8,30,1950,1,0
2002-01-15 08:30:00,Producer Price Indexes,2002,1,15,8,30,1950,1,0
2002-01-16 08:30:00,Consumer Price Index,2002,1,16,8,30,1950,1,0
2002-01-16 08:30:00,Real Earnings,2002,1,16,8,30,1950,1,0
2002-01-18 10:00:00,Regional and State Employment and Unemployment,2002,1,18,10,0,1950,1,0
2002-01-28 10:00:00,Regional and State Employment and Unemployment,2002,1,28,10,0,1950,1,0
2002-01-30 08:30:00,Employment Cost Index,2002,1,30,8,30,1950,1,0
2002-01-30 10:00:00,Metropolitan Area Employment and Unemployment,2002,1,30,10,0,1950,1,0
2002-01-31 08:30:00,Employment Cost Index,2002,1,31,8,30,1950,1,0
2002-02-01 08:30:00,Employment Situation,2002,2,1,8,30,2002,1,12
2002-02-01 08:30:00,The Employment Situation,2002,2,1,8,30,1950,1,0
2002-02-05 10:00:00,Metropolitan Area Employment and Unemployment,2002,2,5,10,0,1950,1,0
2002-02-06 08:30:00,Productivity and Costs,2002,2,6,8,30,1950,1,0
2002-02-14 08:30:00,U.S. Import and Export Price Indexes,2002,2,14,8,30,1950,1,0
2002-02-15 08:30:00,Producer Price Indexes,2002,2,15,8,30,1950,1,0
2002-02-20 08:30:00,Consumer Price Indexes,2002,2,20,8,30,1950,1,0
2002-02-20 08:30:00,Real Earnings,2002,2,20,8,30,1950,1,0
2002-03-06 10:00:00,Regional and State Employment and Unemployment,2002,3,6,10,0,1950,1,0
2002-03-07 08:30:00,Productivity and Costs,2002,3,7,8,30,1950,1,0
2002-03-08 08:30:00,Employment Situation,2002,3,8,8,30,2002,2,12
2002-03-08 08:30:00,The Employment Situation,2002,3,8,8,30,1950,1,0
2002-03-13 10:00:00,Metropolitan Area Employment and Unemployment,2002,3,13,10,0,1950,1,0
2002-03-14 08:30:00,U.S. Import and Export Price Indexes,2002,3,14,8,30,1950,1,0
2002-03-15 08:30:00,Producer Price Indexes,2002,3,15,8,30,1950,1,0
2002-03-21 08:30:00,Consumer Price Index,2002,3,21,8,30,1950,1,0
2002-03-21 08:30:00,Real Earnings,2002,3,21,8,30,1950,1,0
2002-03-26 10:00:00,Regional and State Employment and Unemployment,2002,3,26,10,0,1950,1,0
2002-04-03 10:00:00,Metropolitan Area Employment and Unemployment,2002,4,3,10,0,1950,1,0
2002-04-05 08:30:00,Employment Situation,2002,4,5,8,30,2002,3,12
2002-04-05 08:30:00,The Employment Situation,2002,4,5,8,30,1950,1,0
2002-04-11 08:30:00,U.S. Import and Export Price Indexes,2002,4,11,8,30,1950,1,0
2002-04-12 08:30:00,Producer Price Indexes,2002,4,12,8,30,1950,1,0
2002-04-16 08:30:00,Consumer Price Index,2002,4,16,8,30,1950,1,0
2002-04-16 08:30:00,Real Earnings,2002,4,16,8,30,1950,1,0
2002-04-19 10:00:00,Regional and State Employment and Unemployment,2002,4,19,10,0,1950,1,0
2002-04-25 08:30:00,Employment Cost Index,2002,4,25,8,30,1950,1,0
2002-05-01 10:00:00,Metropolitan Area Employment and Unemployment,2002,5,1,10,0,1950,1,0
2002-05-03 08:30:00,Employment Situation,2002,5,3,8,30,2002,4,12
2002-05-03 08:30:00,The Employment Situation,2002,5,3,8,30,1950,1,0
2002-05-07 08:30:00,Productivity and Costs,2002,5,7,8,30,1950,1,0
2002-05-09 08:30:00,U.S. Import and Export Price Indexes,2002,5,9,8,30,1950,1,0
2002-05-10 08:30:00,Producer Price Indexes,2002,5,10,8,30,1950,1,0
2002-05-15 08:30:00,Consumer Price Index,2002,5,15,8,30,1950,1,0
2002-05-15 08:30:00,Real Earnings,2002,5,15,8,30,1950,1,0
2002-05-17 10:00:00,Regional and State Employment and Unemployment,2002,5,17,10,0,1950,1,0
2002-05-29 10:00:00,Metropolitan Area Employment and Unemployment,2002,5,29,10,0,1950,1,0
2002-05-31 08:30:00,Productivity and Costs,2002,5,31,8,30,1950,1,0
2002-06-07 08:30:00,Employment Situation,2002,6,7,8,30,2002,5,12
2002-06-07 08:30:00,The Employment Situation,2002,6,7,8,30,1950,1,0
2002-06-12 08:30:00,U.S. Import and Export Price Indexes,2002,6,12,8,30,1950,1,0
2002-06-13 08:30:00,Producer Price Indexes,2002,6,13,8,30,1950,1,0
2002-06-18 08:30:00,Consumer Price Index,2002,6,18,8,30,1950,1,0
2002-06-18 08:30:00,Real Earnings,2002,6,18,8,30,1950,1,0
2002-06-21 10:00:00,Regional and State Employment and Unemployment,2002,6,21,10,0,1950,1,0
2002-07-03 10:00:00,Metropolitan Area Employment and Unemployment,2002,7,3,10,0,1950,1,0
2002-07-05 08:30:00,Employment Situation,2002,7,5,8,30,2002,6,12
2002-07-05 08:30:00,The Employment Situation,2002,7,5,8,30,1950,1,0
2002-07-10 08:30:00,U.S. Import and Export Price Indexes,2002,7,10,8,30,1950,1,0
2002-07-11 08:30:00,Producer Price Indexes,2002,7,11,8,30,1950,1,0
2002-07-19 08:30:00,Consumer Price Index,2002,7,19,8,30,1950,1,0
2002-07-19 08:30:00,Real Earnings,2002,7,19,8,30,1950,1,0
2002-07-23 10:00:00,Regional and State Employment and Unemployment,2002,7,23,10,0,1950,1,0
2002-07-25 08:30:00,Employment Cost Index,2002,7,25,8,30,1950,1,0
2002-07-31 10:00:00,Metropolitan Area Employment and Unemployment,2002,7,31,10,0,1950,1,0
2002-08-02 08:30:00,Employment Situation,2002,8,2,8,30,2002,7,12
2002-08-02 08:30:00,The Employment Situation,2002,8,2,8,30,1950,1,0
2002-08-07 08:30:00,U.S. Import and Export Price Indexes,2002,8,7,8,30,1950,1,0
2002-08-08 08:30:00,Producer Price Indexes,2002,8,8,8,30,1950,1,0
2002-08-09 08:30:00,Productivity and Costs,2002,8,9,8,30,1950,1,0
2002-08-16 08:30:00,Consumer Price Index,2002,8,16,8,30,1950,1,0
2002-08-16 08:30:00,Real Earnings,2002,8,16,8,30,1950,1,0
2002-08-20 10:00:00,Regional and State Employment and Unemployment,2002,8,20,10,0,1950,1,0
2002-08-28 10:00:00,Metropolitan Area Employment and Unemployment,2002,8,28,10,0,1950,1,0
2002-09-05 08:30:00,Productivity and Costs,2002,9,5,8,30,1950,1,0
2002-09-06 08:30:00,Employment Situation,2002,9,6,8,30,2002,8,12
2002-09-06 08:30:00,The Employment Situation,2002,9,6,8,30,1950,1,0
2002-09-12 08:30:00,U.S. Import and Export Price Indexes,2002,9,12,8,30,1950,1,0
2002-09-13 08:30:00,Producer Price Indexes,2002,9,13,8,30,1950,1,0
2002-09-18 08:30:00,Consumer Price Index,2002,9,18,8,30,1950,1,0
2002-09-18 08:30:00,Real Earnings,2002,9,18,8,30,1950,1,0
2002-09-20 10:00:00,Regional and State Employment and Unemployment,2002,9,20,10,0,1950,1,0
2002-10-02 10:00:00,Metropolitan Area Employment and Unemployment,2002,10,2,10,0,1950,1,0
2002-10-04 08:30:00,Employment Situation,2002,10,4,8,30,2002,9,12
2002-10-04 08:30:00,The Employment Situation,2002,10,4,8,30,1950,1,0
2002-10-10 08:30:00,U.S. Import and Export Price Indexes,2002,10,10,8,30,1950,1,0
2002-10-11 08:30:00,Producer Price Indexes,2002,10,11,8,30,1950,1,0
2002-10-18 08:30:00,Consumer Price Index,2002,10,18,8,30,1950,1,0
2002-10-18 08:30:00,Real Earnings,2002,10,18,8,30,1950,1,0
2002-10-22 10:00:00,Regional and State Employment and Unemployment,2002,10,22,10,0,1950,1,0
2002-10-30 10:00:00,Metropolitan Area Employment and Unemployment,2002,10,30,10,0,1950,1,0
2002-10-31 08:30:00,Employment Cost Index,2002,10,31,8,30,1950,1,0
2002-11-01 08:30:00,Employment Situation,2002,11,1,8,30,2002,10,12
2002-11-01 08:30:00,The Employment Situation,2002,11,1,8,30,1950,1,0
2002-11-07 08:30:00,Productivity and Costs,2002,11,7,8,30,1950,1,0
2002-11-14 08:30:00,U.S. Import and Export Price Indexes,2002,11,14,8,30,1950,1,0
2002-11-15 08:30:00,Producer Price Indexes,2002,11,15,8,30,1950,1,0
2002-11-19 08:30:00,Consumer Price Index,2002,11,19,8,30,1950,1,0
2002-11-19 08:30:00,Real Earnings,2002,11,19,8,30,1950,1,0
2002-11-20 10:00:00,Regional and State Employment and Unemployment,2002,11,20,10,0,1950,1,0
2002-11-27 10:00:00,Metropolitan Area Employment and Unemployment,2002,11,27,10,0,1950,1,0
2002-12-04 08:30:00,Productivity and Costs,2002,12,4,8,30,1950,1,0
2002-12-06 08:30:00,Employment Situation,2002,12,6,8,30,2002,11,12
2002-12-06 08:30:00,The Employment Situation,2002,12,6,8,30,1950,1,0
2002-12-12 08:30:00,U.S. Import and Export Price Indexes,2002,12,12,8,30,1950,1,0
2002-12-13 08:30:00,Producer Price Indexes,2002,12,13,8,30,1950,1,0
2002-12-17 08:30:00,Consumer Price Index,2002,12,17,8,30,1950,1,0
2002-12-17 08:30:00,Real Earnings,2002,12,17,8,30,1950,1,0
2002-12-20 10:00:00,Regional and State Employment and Unemployment,2002,12,20,10,0,1950,1,0
2003-01-03 10:00:00,Metropolitan Area Employment and Unemployment,2003,1,3,10,0,1950,1,0
2003-01-09 08:30:00,The Employment Situation,2003,1,9,8,30,1950,1,0
2003-01-10 08:30:00,Employment Situation,2003,1,10,8,30,2002,12,12
2003-01-10 08:30:00,The Employment Situation,2003,1,10,8,30,1950,1,0
2003-01-13 08:30:00,U.S. Import and Export Price Indexes,2003,1,13,8,30,1950,1,0
2003-01-14 08:30:00,Producer Price Indexes,2003,1,14,8,30,1950,1,0
2003-01-14 08:30:00,U.S. Import and Export Price Indexes,2003,1,14,8,30,1950,1,0
2003-01-15 08:30:00,Consumer Price Index,2003,1,15,8,30,1950,1,0
2003-01-15 08:30:00,Producer Price Indexes,2003,1,15,8,30,1950,1,0
2003-01-15 08:30:00,Real Earnings,2003,1,15,8,30,1950,1,0
2003-01-16 08:30:00,Consumer Price Index,2003,1,16,8,30,1950,1,0
2003-01-16 08:30:00,Real Earnings,2003,1,16,8,30,1950,1,0
2003-01-27 10:00:00,Regional and State Employment and Unemployment,2003,1,27,10,0,1950,1,0
2003-01-28 10:00:00,Regional and State Employment and Unemployment,2003,1,28,10,0,1950,1,0
2003-01-29 08:30:00,Employment Cost Index,2003,1,29,8,30,1950,1,0
2003-01-30 08:30:00,Employment Cost Index,2003,1,30,8,30,1950,1,0
2003-02-04 10:00:00,Metropolitan Area Employment and Unemployment,2003,2,4,10,0,1950,1,0
2003-02-05 10:00:00,Metropolitan Area Employment and Unemployment,2003,2,5,10,0,1950,1,0
2003-02-06 08:30:00,Productivity and Costs,2003,2,6,8,30,1950,1,0
2003-02-07 08:30:00,Employment Situation,2003,2,7,8,30,2003,1,12
2003-02-07 08:30:00,The Employment Situation,2003,2,7,8,30,1950,1,0
2003-02-13 08:30:00,U.S. Import and Export Price Indexes,2003,2,13,8,30,1950,1,0
2003-02-20 08:30:00,Producer Price Indexes,2003,2,20,8,30,1950,1,0
2003-02-21 08:30:00,Consumer Price Indexes,2003,2,21,8,30,1950,1,0
2003-02-21 08:30:00,Real Earnings,2003,2,21,8,30,1950,1,0
2003-03-06 08:30:00,Productivity and Costs,2003,3,6,8,30,1950,1,0
2003-03-07 08:30:00,Employment Situation,2003,3,7,8,30,2003,2,12
2003-03-07 08:30:00,The Employment Situation,2003,3,7,8,30,1950,1,0
2003-03-13 08:30:00,U.S. Import and Export Price Indexes,2003,3,13,8,30,1950,1,0
2003-03-14 08:30:00,Producer Price Indexes,2003,3,14,8,30,1950,1,0
2003-03-20 10:00:00,Regional and State Employment and Unemployment,2003,3,20,10,0,1950,1,0
2003-03-21 08:30:00,Consumer Price Index,2003,3,21,8,30,1950,1,0
2003-03-21 08:30:00,Real Earnings,2003,3,21,8,30,1950,1,0
2003-03-26 10:00:00,Metropolitan Area Employment and Unemployment,2003,3,26,10,0,1950,1,0
2003-04-04 08:30:00,Employment Situation,2003,4,4,8,30,2003,3,12
2003-04-04 08:30:00,The Employment Situation,2003,4,4,8,30,1950,1,0
2003-04-10 08:30:00,U.S. Import and Export Price Indexes,2003,4,10,8,30,1950,1,0
2003-04-11 08:30:00,Producer Price Indexes,2003,4,11,8,30,1950,1,0
2003-04-15 10:00:00,Regional and State Employment and Unemployment,2003,4,15,10,0,1950,1,0
2003-04-16 08:30:00,Consumer Price Index,2003,4,16,8,30,1950,1,0
2003-04-16 08:30:00,Real Earnings,2003,4,16,8,30,1950,1,0
2003-04-22 10:00:00,Metropolitan Area Employment and Unemployment,2003,4,22,10,0,1950,1,0
2003-04-29 08:30:00,Employment Cost Index,2003,4,29,8,30,1950,1,0
2003-05-01 08:30:00,Productivity and Costs,2003,5,1,8,30,1950,1,0
2003-05-02 08:30:00,Employment Situation,2003,5,2,8,30,2003,4,12
2003-05-02 08:30:00,The Employment Situation,2003,5,2,8,30,1950,1,0
2003-05-08 10:00:00,Regional and State Employment and Unemployment,2003,5,8,10,0,1950,1,0
2003-05-13 10:00:00,Metropolitan Area Employment and Unemployment,2003,5,13,10,0,1950,1,0
2003-05-14 08:30:00,U.S. Import and Export Price Indexes,2003,5,14,8,30,1950,1,0
2003-05-15 08:30:00,Producer Price Indexes,2003,5,15,8,30,1950,1,0
2003-05-16 08:30:00,Consumer Price Index,2003,5,16,8,30,1950,1,0
2003-05-16 08:30:00,Real Earnings,2003,5,16,8,30,1950,1,0
2003-05-30 10:00:00,Regional and State Employment and Unemployment,2003,5,30,10,0,1950,1,0
2003-06-04 08:30:00,Productivity and Costs,2003,6,4,8,30,1950,1,0
2003-06-05 10:00:00,Metropolitan Area Employment and Unemployment,2003,6,5,10,0,1950,1,0
2003-06-06 08:30:00,Employment Situation,2003,6,6,8,30,2003,5,12
2003-06-06 08:30:00,The Employment Situation,2003,6,6,8,30,1950,1,0
2003-06-12 08:30:00,U.S. Import and Export Price Indexes,2003,6,12,8,30,1950,1,0
2003-06-13 08:30:00,Producer Price Indexes,2003,6,13,8,30,1950,1,0
2003-06-17 08:30:00,Consumer Price Index,2003,6,17,8,30,1950,1,0
2003-06-17 08:30:00,Real Earnings,2003,6,17,8,30,1950,1,0
2003-06-20 10:00:00,Regional and State Employment and Unemployment,2003,6,20,10,0,1950,1,0
2003-07-02 10:00:00,Metropolitan Area Employment and Unemployment,2003,7,2,10,0,1950,1,0
2003-07-03 08:30:00,Employment Situation,2003,7,3,8,30,2003,6,12
2003-07-03 08:30:00,The Employment Situation,2003,7,3,8,30,1950,1,0
2003-07-10 08:30:00,U.S. Import and Export Price Indexes,2003,7,10,8,30,1950,1,0
2003-07-11 08:30:00,Producer Price Indexes,2003,7,11,8,30,1950,1,0
2003-07-16 08:30:00,Consumer Price Index,2003,7,16,8,30,1950,1,0
2003-07-16 08:30:00,Real Earnings,2003,7,16,8,30,1950,1,0
2003-07-18 10:00:00,Regional and State Employment and Unemployment,2003,7,18,10,0,1950,1,0
2003-07-30 10:00:00,Metropolitan Area Employment and Unemployment,2003,7,30,10,0,1950,1,0
2003-07-31 08:30:00,Employment Cost Index,2003,7,31,8,30,1950,1,0
2003-08-01 08:30:00,Employment Situation,2003,8,1,8,30,2003,7,12
2003-08-01 08:30:00,The Employment Situation,2003,8,1,8,30,1950,1,0
2003-08-07 08:30:00,Productivity and Costs,2003,8,7,8,30,1950,1,0
2003-08-13 08:30:00,U.S. Import and Export Price Indexes,2003,8,13,8,30,1950,1,0
2003-08-14 08:30:00,Producer Price Indexes,2003,8,14,8,30,1950,1,0
2003-08-15 08:30:00,Consumer Price Index,2003,8,15,8,30,1950,1,0
2003-08-15 08:30:00,Real Earnings,2003,8,15,8,30,1950,1,0
2003-08-19 10:00:00,Regional and State Employment and Unemployment,2003,8,19,10,0,1950,1,0
2003-08-27 10:00:00,Metropolitan Area Employment and Unemployment,2003,8,27,10,0,1950,1,0
2003-09-04 08:30:00,Productivity and Costs,2003,9,4,8,30,1950,1,0
2003-09-05 08:30:00,Employment Situation,2003,9,5,8,30,2003,8,12
2003-09-05 08:30:00,The Employment Situation,2003,9,5,8,30,1950,1,0
2003-09-11 08:30:00,U.S. Import and Export Price Indexes,2003,9,11,8,30,1950,1,0
2003-09-12 08:30:00,Producer Price Indexes,2003,9,12,8,30,1950,1,0
2003-09-16 08:30:00,Consumer Price Index,2003,9,16,8,30,1950,1,0
2003-09-16 08:30:00,Real Earnings,2003,9,16,8,30,1950,1,0
2003-09-19 10:00:00,Regional and State Employment and Unemployment,2003,9,19,10,0,1950,1,0
2003-10-01 10:00:00,Metropolitan Area Employment and Unemployment,2003,10,1,10,0,1950,1,0
2003-10-03 08:30:00,Employment Situation,2003,10,3,8,30,2003,9,12
2003-10-03 08:30:00,The Employment Situation,2003,10,3,8,30,1950,1,0
2003-10-09 08:30:00,U.S. Import and Export Price Indexes,2003,10,9,8,30,1950,1,0
2003-10-10 08:30:00,Producer Price Indexes,2003,10,10,8,30,1950,1,0
2003-10-16 08:30:00,Consumer Price Index,2003,10,16,8,30,1950,1,0
2003-10-16 08:30:00,Real Earnings,2003,10,16,8,30,1950,1,0
2003-10-21 10:00:00,Regional and State Employment and Unemployment,2003,10,21,10,0,1950,1,0
2003-10-29 10:00:00,Metropolitan Area Employment and Unemployment,2003,10,29,10,0,1950,1,0
2003-10-30 08:30:00,Employment Cost Index,2003,10,30,8,30,1950,1,0
2003-11-06 08:30:00,Productivity and Costs,2003,11,6,8,30,1950,1,0
2003-11-07 08:30:00,Employment Situation,2003,11,7,8,30,2003,10,12
2003-11-07 08:30:00,The Employment Situation,2003,11,7,8,30,1950,1,0
2003-11-13 08:30:00,U.S. Import and Export Price Indexes,2003,11,13,8,30,1950,1,0
2003-11-14 08:30:00,Producer Price Indexes,2003,11,14,8,30,1950,1,0
2003-11-18 08:30:00,Consumer Price Index,2003,11,18,8,30,1950,1,0
